,Years_Education,Salary_Invested,CMV,Labels,Hierarchical Clustering
37,-0.6781126739441324,-0.5720540384784447,-0.9664178756078402,1.0,0
38,-0.6781126739441324,-0.6228122277242711,-0.8985558242172905,1.0,0
39,0.6629593181018054,-0.6561103539922594,-0.8495915764315124,4.0,1
40,-0.6781126739441324,1.100328637308956,-0.37459586251280697,28.0,0
41,0.6629593181018054,-0.4271622375054566,0.7123949800054118,40.0,1
42,-0.6781126739441324,0.07744534934207219,1.903343065257445,45.0,2
43,-0.6781126739441324,0.466972978805721,-1.1412128974981912,21.0,0
44,0.6629593181018054,0.42533568298125585,-1.3408958243404296,12.0,1
45,0.6629593181018054,0.38372897362728775,1.5692113475338159,46.0,1
46,0.6629593181018054,0.8103807397453067,-1.210350260788449,12.0,1
47,-0.6781126739441324,-0.5678987376115212,0.2356988502204283,24.0,0
48,0.6629593181018054,-0.4359202996374225,-1.357127066700356,4.0,1
49,-0.6781126739441324,-0.47917616481471975,-0.9251827908505984,1.0,0
50,0.6629593181018054,0.05420386150626576,0.7819960930773822,40.0,1
51,0.6629593181018054,-0.26471605871973536,-1.2463295146862865,4.0,1
52,-0.6781126739441324,0.7865172607457268,-0.8873871836410554,21.0,0
53,0.6629593181018054,-0.5393211750947194,0.17858033543954427,27.0,1
54,0.6629593181018054,-0.500023389451652,-0.9024204057315588,4.0,1
55,0.6629593181018054,-0.2987719877916828,1.2453980624532828,47.0,1
56,-0.6781126739441324,-0.36516852773503367,0.2962181967338685,24.0,0
57,-0.6781126739441324,-0.3435564475190017,0.8915183331917432,31.0,0
58,-0.6781126739441324,-0.1232395371102371,-0.377996694245363,16.0,0
59,0.6629593181018054,-0.5823422222594152,0.033388007948487744,27.0,1
60,-0.6781126739441324,0.06551615609228137,0.023997074868815978,23.0,0
61,0.6629593181018054,-0.6906907788033807,-1.1037651026249322,4.0,1
62,-0.6781126739441324,-0.3710678564728143,0.3718480569680973,24.0,0
63,0.6629593181018054,-0.41272091324953963,-1.32404624893822,4.0,1
64,0.6629593181018054,-0.5765706573734783,-0.33243327819214075,20.0,1
65,0.6629593181018054,-0.4162379292120467,-0.9402160129411018,4.0,1
66,-0.6781126739441324,0.39953805210263427,-1.191452457183678,0.0,0
67,-0.6781126739441324,0.3671575536245914,0.9984513036915444,37.0,0
68,0.6629593181018054,-0.35676408026683387,0.38139357330833984,34.0,1
69,-0.6781126739441324,-0.5421656531278155,-0.519363086037294,9.0,0
70,0.6629593181018054,0.7515311711244393,-0.08683912296039624,19.0,1
71,0.6629593181018054,-0.42491656987492704,-0.9402160129411018,4.0,1
72,-0.6781126739441324,-0.15062867409975625,0.20992209152025948,24.0,0
73,-0.6781126739441324,0.1550520696440546,-0.9402160129411018,0.0,0
74,0.6629593181018054,-0.3790266894669703,0.06391820191120662,27.0,1
75,0.6629593181018054,-0.47201516087577255,2.0433568535193825,46.0,1
76,-0.6781126739441324,-0.5401079376217722,-0.5558833813471286,9.0,0
77,2.0040313101477434,-0.5892692353899778,-1.03802857106723,6.0,1
78,0.6629593181018054,-0.6426129962524122,0.5204412161917098,34.0,1
79,-1.6839166679785857,-0.0822011512990909,-0.7881833761697905,14.0,0
80,-0.6781126739441324,0.014250397452115175,0.2160281303128032,23.0,0
81,-0.6781126739441324,-0.6158176876250424,0.3478876515796345,24.0,0
82,0.6629593181018054,-0.07167157195025776,0.7931647336536172,40.0,1
83,-0.6781126739441324,-0.281865058065125,-1.027826075869562,0.0,0
84,0.6629593181018054,-0.1296792548536778,0.3846784675954677,33.0,1
85,0.6629593181018054,0.27637652488791575,-0.9178787317886316,12.0,1
86,0.6629593181018054,-0.35959474921787127,-1.0213722247407342,4.0,1
87,0.6629593181018054,-0.23035676953464673,-1.381203409534247,4.0,1
88,0.6629593181018054,-0.6691930150553207,-1.05445304250287,4.0,1
89,0.6629593181018054,0.2972147646880493,0.7106559183239911,33.0,1
90,-1.6839166679785857,-0.5801756613972441,0.07980163193484889,23.0,0
91,0.6629593181018054,-0.5101142513799277,-1.0991276048078105,4.0,1
92,0.6629593181018054,-0.05377873112099704,0.7055546707251571,33.0,1
93,2.0040313101477434,0.37072979139936696,-0.16973439644144925,6.0,1
94,0.6629593181018054,-0.44689650961652355,-0.9402160129411018,4.0,1
95,0.6629593181018054,-0.5544794206699832,-1.1952783928828037,4.0,1
96,-0.6781126739441324,-0.553553337625524,-0.3780353400605057,9.0,0
97,-1.6839166679785857,-0.6477975117643562,-0.15083659283667775,15.0,0
98,-0.6781126739441324,-0.4029494836555429,-0.7886084801363601,1.0,0
99,-0.6781126739441324,-0.44263313832001255,-1.058317624017138,1.0,0
100,-1.6839166679785857,0.033103216920353125,1.6873129586098523,37.0,0
101,-0.6781126739441324,-0.0071541296653972655,-0.9402160129411018,0.0,0
102,0.6629593181018054,-0.5881389524988283,0.1528422225545179,27.0,1
103,-0.6781126739441324,-0.3571172662978458,-0.6653669756463468,9.0,0
104,0.6629593181018054,-0.22936488626778403,-0.8538426160972074,11.0,1
105,0.6629593181018054,-0.48213014174381325,-0.06365163387478699,27.0,1
106,-0.6781126739441324,-0.5963732490569096,-0.3264818226601677,16.0,0
107,-1.6839166679785857,3.6799674324531,-0.5682886880079294,42.0,3
108,-0.6781126739441324,-0.14464195514584413,0.3825915935777629,24.0,0
109,0.6629593181018054,-0.31626834452312874,0.6468130317082804,33.0,1
110,0.6629593181018054,-0.5962250164484892,0.483959566697018,34.0,1
111,0.6629593181018054,-0.17583564873706292,0.05101049965355079,27.0,1
112,0.6629593181018054,-0.11298902896246382,0.4869739402781473,33.0,1
113,-0.6781126739441324,-0.0831421566980162,0.4336813611963886,24.0,0
114,0.6629593181018054,-0.47677231829619493,1.0830469930388755,47.0,1
115,-0.6781126739441324,-0.3986250795453962,0.2537464458920609,24.0,0
116,-0.6781126739441324,0.08676055283127727,1.1887046516389683,38.0,0
117,0.6629593181018054,-0.44552970812337317,0.3352891158431201,34.0,1
118,-0.6781126739441324,0.8223462492030394,0.7879475486093552,37.0,0
119,0.6629593181018054,-0.27056627873070616,0.2777841429108092,27.0,1
120,-1.6839166679785857,0.381428206966048,1.6422519381534852,44.0,2
121,-1.6839166679785857,-0.30509073953853805,-0.5794573285841647,14.0,0
122,0.6629593181018054,-0.48721315021898526,0.3903980482365848,34.0,1
123,-0.6781126739441324,0.01933655906307807,-0.14782221925554856,16.0,0
124,-0.6781126739441324,-0.052940718505342474,-0.9247576868840288,0.0,0
125,-0.6781126739441324,-0.16085303536908618,-0.917453627822062,1.0,0
126,0.6629593181018054,-0.702873432478237,-0.7516244350448132,4.0,1
127,2.0040313101477434,-0.5543948677596048,-0.4832292488788862,6.0,1
128,-0.6781126739441324,0.050269188288399345,0.3817027398294813,30.0,0
129,-0.6781126739441324,-0.3723226121190453,1.1586382074579618,38.0,0
130,0.6629593181018054,0.31305759761972485,-1.1034172902886483,12.0,1
131,0.6629593181018054,-0.5633555625504677,-0.454090304261304,11.0,1
132,2.0040313101477434,-0.09596001501706618,1.2556778492812366,48.0,1
133,0.6629593181018054,-0.2689478091344936,0.09054516854451451,27.0,1
134,-0.6781126739441324,-0.596466212866865,0.9215847773727498,31.0,0
135,-0.6781126739441324,-0.5017791411395139,-0.2654987263650154,16.0,0
136,-0.6781126739441324,-0.33445500218955504,1.6671011972902297,38.0,0
137,-0.6781126739441324,-0.1918664121861484,1.13282280294265,38.0,0
138,2.0040313101477434,-0.48144272510191327,-0.8904015572221846,6.0,1
139,2.0040313101477434,0.4264669621765434,-0.02929550421294257,6.0,1
140,0.6629593181018054,-0.17125032005034047,-1.0076529603650821,11.0,1
141,-0.6781126739441324,-0.18700546920467787,-1.0166574352933269,0.0,0
142,-1.6839166679785857,-0.47154705990384044,-1.2150264044207142,7.0,0
143,0.6629593181018054,-0.333561419916961,-0.5622599408456711,11.0,1
144,-0.6781126739441324,-0.45296844079403137,0.6033364896727631,31.0,0
145,0.6629593181018054,-0.48099235002619334,1.1736714295484652,47.0,1
146,-1.6839166679785857,1.0383783447513721,0.14461066392912675,29.0,0
147,-0.6781126739441324,-0.41495743874402885,0.9477866400394884,31.0,0
148,-0.6781126739441324,1.0188847942584125,0.8335109646625775,36.0,0
149,-0.6781126739441324,0.8351962410790545,-0.8036417022268634,21.0,0
150,0.6629593181018054,-0.16439149290997812,-1.0003102554879724,11.0,1
151,0.6629593181018054,-0.41971896504742945,1.0006154693395346,40.0,1
152,0.6629593181018054,1.113112030463565,1.4339123487192862,46.0,1
153,-0.6781126739441324,-0.5922018094090057,-0.3410512949689589,16.0,0
154,0.6629593181018054,0.421875673036069,0.4822205050155973,26.0,1
155,0.6629593181018054,-0.5659800634134005,0.7536687105777963,40.0,1
156,0.6629593181018054,-0.36702346389020923,-1.0445597138263434,4.0,1
157,0.6629593181018054,-0.5797583181291345,1.1238956196446903,47.0,1
158,0.6629593181018054,-0.3092598460465352,0.9774279802539254,40.0,1
159,0.6629593181018054,-0.036266429521508235,0.7935898376201868,40.0,1
160,-0.6781126739441324,-0.3265403164112549,-0.44547228748448586,9.0,0
161,0.6629593181018054,0.07000825406083554,0.19832834697745488,26.0,1
162,0.6629593181018054,-0.29026046871746763,0.8803110468003653,40.0,1
163,-1.6839166679785857,-0.27304450750486975,1.0632989815009648,30.0,0
164,0.6629593181018054,-0.6561394135198478,-0.11346608959370413,27.0,1
165,-0.6781126739441324,1.3438901349880004,-0.05074393161713117,28.0,0
166,0.6629593181018054,-0.6142089938664733,-0.024928527101819514,27.0,1
167,-1.6839166679785857,-0.5410940718298664,0.9181452998250512,30.0,0
168,-0.6781126739441324,-0.41221744671715554,0.8464186669202333,31.0,0
169,-0.6781126739441324,-0.3031356778374296,-0.8229646097982044,1.0,0
170,2.0040313101477434,-0.06473618474030554,-0.696708731727062,6.0,1
171,-0.6781126739441324,-0.5531109199842331,0.550082556406147,24.0,0
172,0.6629593181018054,-0.520115556462851,-1.0673607447605258,4.0,1
173,-0.6781126739441324,-0.2369298779076989,0.9078268671819548,31.0,0
174,0.6629593181018054,-0.13893321977227904,-0.5562698394985554,19.0,1
175,-0.6781126739441324,0.12786980539102807,0.2542101956737731,23.0,0
176,0.6629593181018054,-0.3207881327737134,-0.6073596071171811,11.0,1
177,-0.6781126739441324,-0.5142847451592626,-0.9427666367405187,1.0,0
178,-0.6781126739441324,2.5745998320501355,-0.3260567186935983,35.0,0
179,0.6629593181018054,-0.3149858361556353,0.955940907034594,40.0,1
180,-0.6781126739441324,-0.49638549927452574,-1.0840943827173073,1.0,0
181,0.6629593181018054,0.5842164348433538,0.8051835821629914,46.0,1
182,-1.6839166679785857,2.071066960593416,-1.3391954084741515,28.0,0
183,2.0040313101477434,-0.29360717891610927,0.7910778596359125,48.0,1
184,0.6629593181018054,-0.14189492019240002,-0.06365163387478699,20.0,1
185,0.6629593181018054,-0.5641491847757988,-0.8075062837411315,4.0,1
186,0.6629593181018054,-0.46393817280619215,-0.7727250501127176,4.0,1
187,-1.6839166679785857,0.7920997305910448,2.52658412606348,44.0,2
188,0.6629593181018054,-0.6200899929688541,0.8429791893725346,40.0,1
189,2.0040313101477434,-0.42968851808859915,-0.9402160129411018,6.0,1
190,0.6629593181018054,-0.4043430720129074,-1.2339242080254855,4.0,1
191,0.6629593181018054,-0.5141466445489143,0.6235096051772429,34.0,1
192,0.6629593181018054,-0.6815940444597689,-1.04278200632978,4.0,1
193,2.0040313101477434,-0.684468608982509,-0.19160792781220728,6.0,1
194,0.6629593181018054,-0.6286695436798897,-0.962553294093572,4.0,1
195,0.6629593181018054,-0.42024760270987643,0.23222072685758696,27.0,1
196,0.6629593181018054,-0.30918789684853615,0.3277145360751543,34.0,1
197,-1.6839166679785857,-0.31354938178001984,0.17517950370698826,23.0,0
198,0.6629593181018054,0.3413798741490179,-0.13537826677960493,19.0,1
199,-0.6781126739441324,-0.033806553145897505,-0.6468942760081449,8.0,0
200,-0.6781126739441324,-0.36454622212372145,-1.3160079193885423,0.0,0
201,-0.6781126739441324,-0.1934702004152987,0.4268024061009913,24.0,0
202,-0.6781126739441324,-0.3572896309280608,0.16397221731561054,24.0,0
203,0.6629593181018054,-0.6586455631897697,-0.6696180153120419,4.0,1
204,-0.6781126739441324,-0.41344628763378766,0.7442004858678392,31.0,0
205,-0.6781126739441324,1.44362475717493,-0.5987802361555057,28.0,0
206,0.6629593181018054,-0.41082392613562746,0.8233084694649092,40.0,1
207,0.6629593181018054,-0.37668104775815064,-1.0754763659404891,4.0,1
208,0.6629593181018054,-0.5083888160317963,1.0757429339769085,47.0,1
209,-1.6839166679785857,-0.43042821770080425,-1.4113471453455388,7.0,0
210,2.0040313101477434,-0.04632617826416058,0.8687559480727034,48.0,1
211,0.6629593181018054,-0.003542794685937175,0.4100687681442098,33.0,1
212,0.6629593181018054,-0.48807770717199733,0.6682228132973261,40.0,1
213,0.6629593181018054,0.12990813622114908,0.3649691018727,26.0,1
214,-0.6781126739441324,-0.49241699898191366,-0.6224314750228271,9.0,0
215,-0.6781126739441324,0.5436721545459308,-0.7237608023269395,21.0,0
216,-0.6781126739441324,-0.5517614817461656,0.11887255104410054,24.0,0
217,2.0040313101477434,-0.6128544981328489,-0.9402160129411018,6.0,1
218,0.6629593181018054,-0.02510760455174315,-0.13282764298018793,20.0,1
219,0.6629593181018054,0.09798013220243115,0.8434042933391039,40.0,1
220,-0.6781126739441324,-0.40452217967516907,1.1332865527243623,38.0,0
221,0.6629593181018054,-0.44315078689373155,-1.0252368062550024,4.0,1
222,0.6629593181018054,-0.5952050729733463,-0.5188993362555819,11.0,1
223,-0.6781126739441324,0.3286709169771856,2.2778983056203197,44.0,2
224,0.6629593181018054,0.9270299163654249,-1.574973526659655,12.0,1
225,0.6629593181018054,-0.5419311751028837,0.2382494740198454,34.0,1
226,-0.6781126739441324,-0.5538483863221342,-1.1107213493506152,1.0,0
227,-0.6781126739441324,-0.5141642821420396,0.9417965386923726,31.0,0
228,-0.6781126739441324,-0.40320085645395254,1.144030089334028,38.0,0
229,-0.6781126739441324,0.9247857241053445,-0.4016479331126844,28.0,0
230,-1.6839166679785857,0.16759720487392432,-0.8951163466695918,14.0,0
231,0.6629593181018054,-0.47945296457995135,0.6025249275547666,34.0,1
232,-0.6781126739441324,-0.2818199069428172,2.0626797610907235,45.0,2
233,-0.6781126739441324,-0.24156226112993634,0.2889527834870443,24.0,0
234,-0.6781126739441324,0.36030071174991046,1.2805657542331237,37.0,0
235,-0.6781126739441324,-0.4080467811319045,1.3376842690140076,38.0,0
236,0.6629593181018054,-0.44518189911803835,1.0182379610445975,40.0,1
237,-0.6781126739441324,2.3041654249422874,0.6308523100543525,35.0,0
238,0.6629593181018054,-0.6505586009040129,-0.6451552143267242,4.0,1
239,0.6629593181018054,-0.5299127648725573,1.0619850237861137,40.0,1
240,0.6629593181018054,0.6002531519808321,-0.2204377059086481,19.0,1
241,-1.6839166679785857,3.4557231202739853,-0.9230186252026084,42.0,3
242,0.6629593181018054,0.029082405323332023,0.3495107758156272,26.0,1
243,0.6629593181018054,-0.43235669916648517,1.3094341781447072,47.0,1
244,0.6629593181018054,-0.1785249957635487,-1.0715731386110785,4.0,1
245,2.0040313101477434,-0.4195851868337304,1.2273504667816504,48.0,1
246,-0.6781126739441324,0.8573107543467532,1.8779914105238456,44.0,2
247,0.6629593181018054,-0.16339099679149516,-0.9402160129411018,11.0,1
248,0.6629593181018054,-0.3438375258880196,-0.9208931053697608,4.0,1
249,0.6629593181018054,-0.6695499573536958,0.5036302866046433,34.0,1
250,-0.6781126739441324,-0.09213746657269808,-0.8165494044845192,8.0,0
251,-1.6839166679785857,-0.28727740047386224,2.5403420362542737,44.0,2
252,2.0040313101477434,-0.4207676025878553,0.3271734946631568,48.0,1
253,0.6629593181018054,9.286692406760393,3.4283842224179657,42.0,3
254,-0.6781126739441324,-0.6157016274546492,-0.7005346674261875,9.0,0
255,2.0040313101477434,0.6033852295560155,0.918531757976478,48.0,1
256,2.0040313101477434,-0.4255507226555094,1.4060100701862697,48.0,1
257,0.6629593181018054,0.7256737061321561,0.4658733252102427,26.0,1
258,-1.6839166679785857,1.3608108047904302,0.14553816349255105,28.0,0
259,0.6629593181018054,-0.6202237201369702,0.39681325355027,34.0,1
260,0.6629593181018054,-0.5022453771311571,-1.0033246290691016,4.0,1
261,0.6629593181018054,2.6237573737613658,3.64271391319928,43.0,2
262,0.6629593181018054,0.35539753152689785,1.3699148788430044,46.0,1
263,-0.6781126739441324,-0.21926142876677507,0.8236562818011935,31.0,0
264,-0.6781126739441324,0.12246500764651201,-1.0085031682982208,0.0,0
265,-0.6781126739441324,-0.6525286427286838,0.15755701200192526,24.0,0
266,0.6629593181018054,-0.6403130292486953,-0.02929550421294257,27.0,1
267,-1.6839166679785857,-0.2885608520748374,-0.25390498182221083,15.0,0
268,-0.6781126739441324,-0.10237981953996458,0.5981579504436435,31.0,0
269,-0.6781126739441324,-0.2962717679405176,0.7696294322317239,31.0,0
270,-0.6781126739441324,-0.5987038412136452,-0.9402160129411018,1.0,0
271,-0.6781126739441324,-0.48967558788796967,0.014953954125428364,16.0,0
272,0.6629593181018054,-0.49639275324296767,-1.0754763659404891,4.0,1
273,-1.6839166679785857,-0.3463946554074231,0.2692047719491337,23.0,0
274,-0.6781126739441324,-0.600086455192144,0.3993252315345443,24.0,0
275,-1.6839166679785857,-0.4474458166312674,-0.09758265957006185,15.0,0
276,0.6629593181018054,0.674210722024743,0.08795589892995487,26.0,1
277,0.6629593181018054,-0.5953150214066621,-1.5199032400813328,4.0,1
278,-0.6781126739441324,-0.4223976878323729,0.9860073512156008,31.0,0
279,-1.6839166679785857,1.1052639575161394,0.25417154985863044,29.0,0
280,0.6629593181018054,-0.47241546021797975,-0.8036417022268634,4.0,1
281,-0.6781126739441324,-0.2761586222438246,0.7601225617066242,31.0,0
282,0.6629593181018054,-0.33630137889167766,1.8560792333379448,46.0,1
283,-0.6781126739441324,-0.29401127545315,1.54780156594477,38.0,0
284,-1.6839166679785857,0.8746892373810863,-0.1778886634365552,28.0,0
285,-0.6781126739441324,1.2007588924920911,-0.5614097329125322,28.0,0
286,0.6629593181018054,-0.04031436850955818,-0.28609694583606504,19.0,1
287,-0.6781126739441324,0.7458247242617214,1.3287184399009055,44.0,2
288,-0.6781126739441324,-0.142660226055804,-1.3585183160454926,0.0,0
289,-0.6781126739441324,-0.05332560258286311,1.2492239981524085,38.0,0
290,0.6629593181018054,-0.6539535778331517,0.6664837516159055,41.0,1
291,-0.6781126739441324,0.49102922123399584,-0.10616203053173726,29.0,0
292,0.6629593181018054,-0.6361973552232244,-1.2746955430010152,4.0,1
293,2.0040313101477434,-0.5677151529295745,-1.0127928537790587,6.0,1
294,-0.6781126739441324,-0.605066208869514,-0.9402160129411018,1.0,0
295,0.6629593181018054,-0.29581182255278526,-0.731489965355476,11.0,1
296,-1.6839166679785857,1.579924816331913,4.3995149111384215,44.0,2
297,-0.6781126739441324,-0.30170926343838184,-1.072925742141072,0.0,0
298,0.6629593181018054,-0.11090361537949676,-1.177694546992883,4.0,1
299,0.6629593181018054,-0.25023762716528,-0.9208931053697608,11.0,1
300,0.6629593181018054,-0.6451325197444949,-0.9877890113817436,4.0,1
301,0.6629593181018054,-0.02934737558497718,-0.5300293310166743,19.0,1
302,0.6629593181018054,-0.5167593961289136,0.4916114380952691,34.0,1
303,2.0040313101477434,-0.7073062968368015,-1.0376807587309458,6.0,1
304,-0.6781126739441324,0.08616144592083706,-0.7924730616506283,8.0,0
305,-0.6781126739441324,0.0233794957979567,-0.8070811797745621,8.0,0
306,0.6629593181018054,-0.578861402213671,-0.28142080220380045,20.0,1
307,0.6629593181018054,-0.42934998512742517,1.7989993643722035,46.0,1
308,2.0040313101477434,-0.5000729279775544,0.7717549520645715,48.0,1
309,-1.6839166679785857,-0.325876433064174,-1.2399916010028866,7.0,0
310,0.6629593181018054,-0.5561307841117977,-0.2598950831693266,20.0,1
311,-1.6839166679785857,1.4021821329026398,-0.7886084801363601,28.0,0
312,0.6629593181018054,-0.009059779420083897,0.43750729689551415,33.0,1
313,-0.6781126739441324,-0.42661272889879925,-0.7460980834794098,1.0,0
314,-0.6781126739441324,-0.23121783448801864,0.3954606500202761,24.0,0
315,0.6629593181018054,-0.48501257982818935,0.6170943998635579,34.0,1
316,-0.6781126739441324,-0.2092275298481797,1.4403661998481139,38.0,0
317,-0.6781126739441324,-0.6665921635258264,0.3963495037685578,24.0,0
318,-0.6781126739441324,0.998048279748656,0.4955919570549652,36.0,0
319,0.6629593181018054,0.1665239173783868,-1.1111464533171846,12.0,1
320,-0.6781126739441324,-0.21397691158253263,-0.9062849872458271,1.0,0
321,2.0040313101477434,-0.4835920821456968,0.09224558441079252,48.0,1
322,-0.6781126739441324,0.36765158209534965,-0.04950726553256537,22.0,0
323,-1.6839166679785857,0.08760151158940611,-1.702968466412218,14.0,0
324,-0.6781126739441324,-0.7208193049575101,-1.0282125340209889,1.0,0
325,-0.6781126739441324,1.066550119100503,2.3474994186922906,44.0,2
326,0.6629593181018054,-0.6260034665654851,0.7102694601725642,40.0,1
327,0.6629593181018054,-0.6758131009603978,-0.9741083928212341,4.0,1
328,0.6629593181018054,0.5299564040717272,-0.013412074189300294,26.0,1
329,0.6629593181018054,-0.2540531654038337,1.2792904423334153,46.0,1
330,0.6629593181018054,-0.61327095624146,0.973486107109372,40.0,1
331,0.6629593181018054,-0.43104212290354554,-0.16246898319462505,20.0,1
332,0.6629593181018054,-0.7158452038460289,-0.6128859586825847,4.0,1
333,0.6629593181018054,-0.3468752343317218,-0.6623912478803604,11.0,1
334,-1.6839166679785857,0.5473953995226475,0.9164448839587732,37.0,0
335,0.6629593181018054,0.038338881373159786,0.5543335960718422,33.0,1
336,-0.6781126739441324,-0.5657029565823761,-0.44207145575192985,9.0,0
337,2.0040313101477434,-0.6860125595297651,0.9151695720590648,48.0,1
338,0.6629593181018054,1.8386292274874465,0.7540551687292232,36.0,0
339,-0.6781126739441324,-0.43020224482523917,0.23403708016929314,24.0,0
340,0.6629593181018054,-0.583083662134099,-0.6396288627613206,11.0,1
341,-0.6781126739441324,-0.39642212309949937,-0.96425370995985,1.0,0
342,0.6629593181018054,-0.5246200167495552,-0.7413832940320025,4.0,1
343,0.6629593181018054,0.6089580092021111,0.004635521482332295,26.0,1
344,0.6629593181018054,0.10275624578372798,0.96193100838171,40.0,1
345,-0.6781126739441324,-0.1656772459535066,-0.7121670577841349,8.0,0
346,-0.6781126739441324,0.21630058355113932,-0.9969094237554164,0.0,0
347,-0.6781126739441324,0.9278948913650316,-0.0709943387518966,29.0,0
348,0.6629593181018054,0.27111650406408705,1.0512801329915908,46.0,1
349,-1.6839166679785857,0.5943635477984199,-0.4055125146269526,21.0,0
350,-0.6781126739441324,-0.10260592774732855,0.3344775537251237,24.0,0
351,0.6629593181018054,0.3106496761717106,-0.027595088346664572,26.0,1
352,0.6629593181018054,-0.19608148015489854,-0.970707561088678,11.0,1
353,-0.6781126739441324,-0.450170688797785,-0.974572142602946,1.0,0
354,-1.6839166679785857,-0.3170107003098304,-0.9092993608269562,14.0,0
355,-0.6781126739441324,-0.22420881462970044,-0.3638136800879985,16.0,0
356,0.6629593181018054,-0.6794817145832488,-0.9358876816451214,4.0,1
357,-0.6781126739441324,-0.5427549941740657,-0.8105206573222608,1.0,0
358,-0.6781126739441324,-0.5600597420877856,0.7588086039917729,31.0,0
359,0.6629593181018054,-0.7507129204132987,-0.7267365300929259,4.0,1
360,-0.6781126739441324,-0.32463772263709406,1.6538843285114324,38.0,0
361,-0.6781126739441324,1.2466399003127049,-0.6975589396602011,28.0,0
362,2.0040313101477434,-0.5498239773263034,-1.3112158383108496,6.0,1
363,-0.6781126739441324,-0.47819678786889036,0.7704023485345776,31.0,0
364,-0.6781126739441324,0.3296400596327739,1.1203788504667065,37.0,0
365,0.6629593181018054,-0.2667641318306618,0.42637730213442177,34.0,1
366,0.6629593181018054,-0.5600139332393862,0.8855282318446275,40.0,1
367,-0.6781126739441324,-0.20548071094169273,-0.9530850693836148,1.0,0
368,0.6629593181018054,-0.4628595491099026,1.0242280623917135,40.0,1
369,-0.6781126739441324,-0.20063181588004902,-0.8096704493891217,1.0,0
370,0.6629593181018054,-0.5257199292679078,0.47194071818764394,34.0,1
371,-0.6781126739441324,-0.39405570791479755,-0.3659778457359889,16.0,0
372,-1.6839166679785857,0.734273953409191,1.6916026440906902,44.0,2
373,0.6629593181018054,-0.5557561898779253,0.7399108003870014,40.0,1
374,0.6629593181018054,-0.6462127129673803,-0.6640530179314956,4.0,1
375,-0.6781126739441324,-0.3534705188278777,0.7308676796436139,31.0,0
376,0.6629593181018054,1.4739481054055157,1.3595964461999086,46.0,1
377,0.6629593181018054,-0.45903381249494746,-0.8436014750843966,4.0,1
378,-1.6839166679785857,-0.2770228084150362,0.4895245640775642,30.0,0
379,0.6629593181018054,-0.17536408979831014,-0.6958198779787803,12.0,1
380,2.0040313101477434,-0.22442619153503504,-0.15431471619951906,6.0,1
